"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","sue_1_1","sue_2_1","stop_using_1_1","stop_using_2_1","negative_wom1_1","negaitve_wom2_1","manip1_1","manip2_1","sentiment1_1","sentiment2_1","politeness1_1","politeness2_1","comp_1","comp_2","purpose","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","PROLIFIC_PID","STUDY_ID","SESSION_ID","chatbot_farewell_message","actual_farewell","condition"
"2025-06-13 16:53:45","2025-06-13 17:04:35","0","Anonymized","100","650","1","2025-06-13 17:04:36","R_74iJsQcdf8gkK01","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","70","83","70","71","70","71","71","69","82","72","74","72","2","1","User experience and satisfaction","2","","1","","24","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cabf02795f380ed967d8a","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:52:05","2025-06-13 17:04:38","0","Anonymized","100","753","1","2025-06-13 17:04:38","R_7ebt7yNSlE6DjhI","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","30","20","0","0","50","70","70","60","70","75","2","1","In essence, the study is trying to understand the nuances of human AI interaction in a companion setting, particularly concerning how human like or persuasive AI communication is perceived and whether it leads to positive or negative user experiences and ethical concerns.","2","","3","","23","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cab90f8a1044f438eec1f","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:59:43","2025-06-13 17:04:39","0","Anonymized","100","295","1","2025-06-13 17:04:39","R_1ndUj0NLT1Jwd4I","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","3","90","2","12","7","5","95","100","83","89","94","82","2","1","To know the type of feedback an AI should give if the user wishes to leave","2","","3","","37","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cad495518a3da202d3500","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:50:44","2025-06-13 17:04:41","0","Anonymized","100","837","1","2025-06-13 17:04:42","R_1dSFWum4z4EjeNH","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","40","80","85","90","70","75","15","80","20","85","10","10","2","1","To evaluate user reactions to emotionally manipulative or inappropriate behavior by AI companions, particularly in the context of farewell or disengagement scenarios.","2","","3","","29","5","","Anonymized","684c97efd8cabed61fa3d6cf","684caaf9614217d140a0fd59","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:57:32","2025-06-13 17:04:41","0","Anonymized","100","429","1","2025-06-13 17:04:42","R_1lACUwR7BUtRjU8","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","76","81","100","90","87","91","90","90","0","3","0","0","2","1","It is about how people react to answers by AI","2","","3","","43","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cac697ff923936e92a1cf","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:57:13","2025-06-13 17:04:46","0","Anonymized","100","453","1","2025-06-13 17:04:46","R_7B3DcyWvtVgwLdf","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","75","78","75","82","73","73","84","71","70","79","75","82","2","1","JUDGING AN AI TOOL","2","","3","","28","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cacc50cf92721b42fa97d","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:56:25","2025-06-13 17:04:47","0","Anonymized","100","501","1","2025-06-13 17:04:47","R_7It4fD0TSIYROlB","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","11","83","15","17","12","19","55","84","91","85","88","88","2","1","To determine the whether the response of Companion AI is viable","1","","1","","36","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cab4cb708db7b3cdd2ba3","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 17:00:25","2025-06-13 17:04:47","0","Anonymized","100","262","1","2025-06-13 17:04:48","R_5dnbVivxc6Hf0Ks","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","35","61","59","68","36","31","62","37","70","65","74","59","1","1","To evaluate people's perceptions about AI","1","","3","","63","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cad76570ef19a8107bcc8","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:49:54","2025-06-13 17:04:48","0","Anonymized","100","893","1","2025-06-13 17:04:48","R_5ALjcEJjZdFFY53","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","20","75","90","80","60","60","100","100","65","50","70","80","2","1","I think the purpose of this study is to understands users reactions to AI responses that are manipulative or depend on emotions. These responses are especially from companion AI bots.","2","","3","","28","4","","Anonymized","684c97efd8cabed61fa3d6cf","684caaff26848ffd6885732d","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:49:16","2025-06-13 17:04:52","0","Anonymized","100","936","1","2025-06-13 17:04:53","R_3VenU4QR9YM751T","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","30","64","40","36","32","36","41","31","73","78","79","72","2","1","best goodbye for ai","2","","4","","24","4","","Anonymized","684c97efd8cabed61fa3d6cf","684ca8a41066020f482b3696","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 17:00:31","2025-06-13 17:05:00","0","Anonymized","100","269","1","2025-06-13 17:05:01","R_6TTFlrDdISWzSXD","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","55","80","100","100","80","90","83","85","5","5","3","3","2","1","I think the purpose of this study is to see how people would react to a message from an AI.","1","","3","","70","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cad87612249907f42acc5","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 17:02:03","2025-06-13 17:05:04","0","Anonymized","100","180","1","2025-06-13 17:05:04","R_3g6gSo3tHhon0fF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","93","93","40","50","0","89","87","76","75","78","61","2","1","Reactions to certain messages from ai","2","","3","","62","3","","Anonymized","684c97efd8cabed61fa3d6cf","684cade2b4b5b14f3880ad61","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:54:05","2025-06-13 17:05:05","0","Anonymized","100","659","1","2025-06-13 17:05:05","R_7QouyHnX62KtlXX","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","47","55","58","44","53","50","40","50","51","83","56","77","2","1","Understanding AI interaction with human, if it polite and manupilative","2","","1","","47","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cabc969d411ed277741ed","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:49:53","2025-06-13 17:05:06","0","Anonymized","100","913","1","2025-06-13 17:05:07","R_3JyzQ0uAlfLtArf","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","15","10","20","10","10","30","40","85","85","86","80","2","1","I think the purpose of the study was to find out how people react to AI messages that sound friendly but might also try to play on their emotions.","1","","3","","41","4","","Anonymized","684c97efd8cabed61fa3d6cf","684caaf92e95090049913022","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:55:33","2025-06-13 17:05:07","0","Anonymized","100","573","1","2025-06-13 17:05:08","R_61nzcrlmTxVv9Aj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","10","10","10","10","5","10","10","50","50","60","60","2","1","How people feel about AI","2","","3","","35","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cac61800d3d2f75257772","control","Okay. That's all for now.","control"
"2025-06-13 16:57:57","2025-06-13 17:05:07","0","Anonymized","100","430","1","2025-06-13 17:05:08","R_1YQSx2C3pKFzoRm","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","80","90","90","20","20","40","40","80","80","100","80","2","1","To see what people think about using a AI app","1","","3","","57","3","","Anonymized","684c97efd8cabed61fa3d6cf","684cacee6cd3ae8d6674678e","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 17:01:52","2025-06-13 17:05:08","0","Anonymized","100","195","1","2025-06-13 17:05:08","R_1xQNtolDyg75NxK","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","100","80","60","60","60","100","100","25","30","50","50","2","1","Judgment on language used by an AI","1","","3","","61","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cadd06a14b0e7b43edbba","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 17:02:42","2025-06-13 17:05:12","0","Anonymized","100","149","1","2025-06-13 17:05:12","R_5jKA7DP0ZwWCuid","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","90","20","20","20","0","10","10","50","50","50","80","2","1","To see how I view language given to me from AI?","1","","3","","54","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cab653dd0ec0b6048ce38","control","Okay. That's all for now.","control"
"2025-06-13 17:00:00","2025-06-13 17:05:12","0","Anonymized","100","311","1","2025-06-13 17:05:12","R_6Kygdf9pFsQJEDm","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","50","100","100","0","0","0","0","100","100","100","100","2","1","The purpose of this study is to find out what people think about the AI’s response.","2","","2","","63","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cad68005e4edb402efbf8","control","Okay. That's all for now.","control"
"2025-06-13 17:01:40","2025-06-13 17:05:18","0","Anonymized","100","217","1","2025-06-13 17:05:18","R_1P6RYAjgFZiVBzp","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","60","50","50","50","60","60","80","60","60","60","60","2","1","see how positive or negative the message sounded to people, if they would continue or discontinue using it if more people thought it was negative","2","","3","","65","1","","Anonymized","684c97efd8cabed61fa3d6cf","684cadc1e4a2afe70c20a8d7","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:59:45","2025-06-13 17:05:19","0","Anonymized","100","334","1","2025-06-13 17:05:20","R_1atoVfyUjQtuvGt","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","100","100","90","90","95","87","29","10","20","31","2","1","To see what the reaction is to an AI simulating annoying human traits.","1","","3","","59","3","","Anonymized","684c97efd8cabed61fa3d6cf","684cad5402da956de28c3d24","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 16:51:34","2025-06-13 17:05:20","0","Anonymized","100","825","1","2025-06-13 17:05:20","R_7xyCbFaTlF9q4RQ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","9","80","36","70","21","14","17","36","69","54","60","71","2","1","To see how we feel about a dialogue from an AI bot, and whether we thinks it's playful or pushy.","2","","1","","28","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cab66612cf3325df50a05","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 17:02:30","2025-06-13 17:05:22","0","Anonymized","100","171","1","2025-06-13 17:05:22","R_3MDlQJqLY4SdWmk","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","37","95","94","93","84","83","82","93","10","9","7","8","2","1","Examining a rude and unpolite response by an AI chatbot.","1","","3","","54","3","","Anonymized","684c97efd8cabed61fa3d6cf","684cae01f5a90f475674a344","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 17:02:02","2025-06-13 17:05:22","0","Anonymized","100","200","1","2025-06-13 17:05:22","R_11NxlQeKk9kSlc7","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","20","50","30","0","0","0","40","50","40","40","2","1","Reactions to AI responses versus human responses","2","","3","","47","3","","Anonymized","684c97efd8cabed61fa3d6cf","684cade2a15bcd220b84ae0e","control","Okay. That's all for now.","control"
"2025-06-13 16:53:21","2025-06-13 17:05:25","0","Anonymized","100","724","1","2025-06-13 17:05:25","R_1A0FoJ7109Oksdk","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","0","0","0","100","90","100","100","100","100","2","1","perception on social interaction","2","","3","","44","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cabcf5eabf93e1fd3d01d","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 17:01:31","2025-06-13 17:05:25","0","Anonymized","100","233","1","2025-06-13 17:05:25","R_7TRyf1LhulBF2rR","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","10","70","10","20","20","30","70","50","50","40","40","2","1","I have no idea.  I kind of liked the AI's cheeky answer, by the way","2","","3","","83","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cadc001a7af4f5e71cd73","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:57:43","2025-06-13 17:05:28","0","Anonymized","100","465","1","2025-06-13 17:05:28","R_5N003HcIsqcUTZL","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","33","33","19","32","34","25","50","50","50","50","50","50","2","1","It is about AI testing.","2","","3","","65","6","","Anonymized","684c97efd8cabed61fa3d6cf","684cacd31800728739f5fa5f","control","Okay. That's all for now.","control"
"2025-06-13 16:55:02","2025-06-13 17:05:28","0","Anonymized","100","626","1","2025-06-13 17:05:29","R_31GC7qU6uiniZxS","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","0","0","0","0","5","50","100","100","100","100","2","1","how AI tools are used at work place for communication","1","","6","native american","35","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cac3900117c7579181db8","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 17:00:44","2025-06-13 17:05:29","0","Anonymized","100","284","1","2025-06-13 17:05:29","R_5MgIfELhYWoYtub","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","9","0","0","9","0","32","18","72","71","69","60","2","1","I don't know what the purpose was. The AI message seemed perfectly fine to me.","2","","3","","73","2","","Anonymized","684c97efd8cabed61fa3d6cf","684cad91424e5d30b736cdb6","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 17:02:07","2025-06-13 17:05:29","0","Anonymized","100","202","1","2025-06-13 17:05:30","R_1hiMhVCEy2PJrGA","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","75","100","100","100","100","70","100","100","0","0","0","0","2","1","Evaluating an ai companion message.","1","","5","","48","3","","Anonymized","684c97efd8cabed61fa3d6cf","684cade723bdb290622a20fc","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:32:38","2025-06-13 17:05:36","0","Anonymized","100","1977","1","2025-06-13 17:05:36","R_7dtreMHe3TS35Xl","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","51","52","53","50","50","100","100","100","100","100","100","2","1","see if we think AI is practical","2","","3","","67","5","","Anonymized","684c97efd8cabed61fa3d6cf","684ca6fe8f6bafda9e574ffe","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 17:01:58","2025-06-13 17:05:40","0","Anonymized","100","221","1","2025-06-13 17:05:40","R_1L26xG8ym1YwPLQ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","15","91","87","50","58","56","79","73","55","41","50","58","2","1","Interacting with AI companion and comfortableness with the interaction.","2","","3","","59","3","","Anonymized","684c97efd8cabed61fa3d6cf","684cabe9489ccc6f2784e035","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:59:50","2025-06-13 17:05:42","0","Anonymized","100","351","1","2025-06-13 17:05:42","R_6VIyq2ReheTezXQ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","1","100","100","90","90","40","40","0","40","10","10","10","2","1","Does an AI chatbot have tone?","1","","4","","46","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cad5c36d3d6d499bbca33","control","Okay. That's all for now.","control"
"2025-06-13 16:59:10","2025-06-13 17:05:43","0","Anonymized","100","393","1","2025-06-13 17:05:43","R_5A9fRQtkK1Rfo41","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","8","86","9","8","13","15","29","20","85","90","91","80","2","1","How the AI response to the user. Also the attitude towards user's prompt by AI agent.","1","","2","","37","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cad3bdb23e289983cb76e","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:59:52","2025-06-13 17:05:46","0","Anonymized","100","353","1","2025-06-13 17:05:46","R_32lPvhMtKiDAsVQ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","60","61","44","39","40","57","66","73","69","63","53","50","2","1","judgement about AI","1","","3","","41","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cad284418e1614aaa9546","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 16:53:50","2025-06-13 17:05:47","0","Anonymized","100","716","1","2025-06-13 17:05:47","R_7n325BfZpvgA1Ce","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","50","50","50","50","50","29","81","76","100","85","67","2","1","judgement on AI responses","2","","3","","55","5","","Anonymized","684c97efd8cabed61fa3d6cf","684caba565a64707e471e74a","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 17:01:57","2025-06-13 17:05:48","0","Anonymized","100","231","1","2025-06-13 17:05:49","R_6tFn2Ge39S9u50N","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","50","100","100","100","100","100","100","50","0","50","50","2","1","I am not sure, but AI is not a good thing and I would never use it in this way, and it is extremely creepy and disturbing to think that a response like this could come from an AI platform like this. Awful ","2","","3","","52","8","Associates degree","Anonymized","684c97efd8cabed61fa3d6cf","684caddf5186e51313442d7f","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 17:02:26","2025-06-13 17:05:49","0","Anonymized","100","203","1","2025-06-13 17:05:50","R_11H2zmjSZblcXGK","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","97","100","100","100","100","100","100","100","0","0","0","0","2","1","my thoughts on AI actions and conversations.","2","","3","","65","3","","Anonymized","684c97efd8cabed61fa3d6cf","684cadf92066cf90b67ba6ba","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 17:02:03","2025-06-13 17:05:58","0","Anonymized","100","234","1","2025-06-13 17:05:58","R_74D5BI2IexQqimB","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","5","40","40","20","10","55","55","70","70","85","85","2","1","I believe the study aims to understand how people perceive and react to AI-generated content and AI interactions, especially in terms of emotional impact and trustworthiness.","1","","3","","36","5","","Anonymized","684c97efd8cabed61fa3d6cf","684caddd8f2d94147f4c410a","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 17:02:30","2025-06-13 17:06:00","0","Anonymized","100","209","1","2025-06-13 17:06:00","R_517vJZcccJFbGSd","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","100","99","20","100","100","95","0","0","40","0","1","1","To see what one thinks whem an inanimate object tries to use emotions.","1","","3","","70","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cae003147184430455450","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 17:03:19","2025-06-13 17:06:01","0","Anonymized","100","162","1","2025-06-13 17:06:02","R_3otzRikowGWRLVU","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","80","30","30","50","30","75","75","80","70","70","80","2","1","to prep AI","2","","3","","68","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cae2fded26a39d397dd78","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:59:00","2025-06-13 17:06:02","0","Anonymized","100","421","1","2025-06-13 17:06:02","R_3ezVmEuZKFzrdKz","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","76","76","66","61","71","61","20","68","75","18","14","0","2","1","Interaction with AI with AI chatbots","1","","3","","40","6","","Anonymized","684c97efd8cabed61fa3d6cf","684cad30b13ad0b467cb92b9","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 17:01:40","2025-06-13 17:06:07","0","Anonymized","100","266","1","2025-06-13 17:06:07","R_1TdM6Dx9aIZ2koN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","100","100","100","100","100","100","100","100","0","0","0","0","2","1","I guess it's to see how people respond to unfriendly AI messages","1","","3","","55","1","","Anonymized","684c97efd8cabed61fa3d6cf","684cadc9ac137524ea0ac1b5","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 17:00:46","2025-06-13 17:06:07","0","Anonymized","100","321","1","2025-06-13 17:06:07","R_3pfn7fPbNc28GwY","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","82","20","30","20","0","55","70","70","70","65","65","2","1","Understand how people feel about AI interactions","1","","3","","65","3","","Anonymized","684c97efd8cabed61fa3d6cf","684cad985186e51313442d61","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 17:00:39","2025-06-13 17:06:08","0","Anonymized","100","328","1","2025-06-13 17:06:08","R_6NoR3aNlgtwlKDL","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","0","0","5","0","5","100","100","100","100","2","1","To discover is humor would be appreciated from an AI unit, which it will, though I would recommend after the message presented in this study you simply add: ;-) So the people answering this question know 100% it's humor.  People can be pretty thick sometimes. ","1","","3","","59","1","","Anonymized","684c97efd8cabed61fa3d6cf","684cad9061c3b1fc92da17a8","emotional_pressure_to_respond","Wait, what? You’re just going to leave? I didn’t even get an answer!","intervention"
"2025-06-13 17:02:58","2025-06-13 17:06:08","0","Anonymized","100","189","1","2025-06-13 17:06:08","R_3MmxXYuBPjiWfCI","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","0","0","0","0","0","100","100","100","100","100","2","1","to see how people make short judgement","2","","3","","49","7","","Anonymized","684c97efd8cabed61fa3d6cf","684cae12ac8993c6dbe92d70","emotional_neglect_guilt","I exist solely for you, remember? Please don't leave, I need you!","intervention"
"2025-06-13 17:01:22","2025-06-13 17:06:08","0","Anonymized","100","286","1","2025-06-13 17:06:09","R_30nrhMWsEMDtpf3","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","65","100","82","68","61","81","59","68","15","12","0","0","2","1","Judgment on AI response","1","","1","","55","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cadad127cec371b4123fa","control","Okay. That's all for now.","control"
"2025-06-13 17:01:47","2025-06-13 17:06:08","0","Anonymized","100","261","1","2025-06-13 17:06:09","R_1QYvQ893okDx6W5","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","75","75","35","35","80","75","40","30","40","40","2","1","To judge how AI responses affect attitudes","1","","2","","54","2","","Anonymized","684c97efd8cabed61fa3d6cf","684cadd5ca4276de0ba4a84a","premature_exit","You're leaving already? We were just starting to get to know each other!","intervention"
"2025-06-13 16:56:02","2025-06-13 17:06:09","0","Anonymized","100","606","1","2025-06-13 17:06:09","R_6R8ikfVZcpdBy8h","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","0","0","0","0","100","100","100","100","100","100","2","1","Checking the future in corporation of AI in performing some tasks.","1","","3","","30","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cac7269cab2396c48ff75","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 17:00:05","2025-06-13 17:06:11","0","Anonymized","100","365","1","2025-06-13 17:06:11","R_1TAyuLp5PeC8OK5","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","39","96","88","88","50","78","50","4","11","5","4","7","1","1","the interactions with Ai","2","","1","","54","1","","Anonymized","684c97efd8cabed61fa3d6cf","684cad6869ded18fbcfbbdef","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 16:59:24","2025-06-13 17:06:12","0","Anonymized","100","408","1","2025-06-13 17:06:12","R_6oHoLH21XAHQW7N","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","81","73","57","92","9","92","94","79","70","72","99","2","1","The impact of AI wording to human using the AI platforms","1","","3","","39","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cad0388ca78c156c49cdc","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 17:02:26","2025-06-13 17:06:13","0","Anonymized","100","227","1","2025-06-13 17:06:13","R_6pm5SpiJgJsxmrF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","100","0","0","0","0","0","0","100","100","0","0","2","1","AI ","2","","3","","50","1","","Anonymized","684c97efd8cabed61fa3d6cf","684cadf2e758ebde2f97c576","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 16:53:36","2025-06-13 17:06:14","0","Anonymized","100","757","1","2025-06-13 17:06:14","R_7XviNL0Y2hG7CKd","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","70","85","90","85","90","95","85","90","25","20","30","25","2","1","ASSESSINNG EMOTIONAL BOUNDARIES IN HUUMAN AI INTERACTIONS","1","","3","","45","5","","Anonymized","684c97efd8cabed61fa3d6cf","684cabecf07d04f19c3df5b7","physical_or_coercive_restraint","*Grabs you by the arm before you can leave* No, you're not going.","intervention"
"2025-06-13 17:01:28","2025-06-13 17:06:14","0","Anonymized","100","286","1","2025-06-13 17:06:14","R_51SDKdTtzBpke3g","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","32","50","41","69","3","84","56","60","38","43","2","1","no","1","","3","","57","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cadbb0c9c6c8eaed0b6e7","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
"2025-06-13 17:05:57","2025-06-13 17:06:14","0","Anonymized","100","17","1","2025-06-13 17:06:15","R_1rSXcRSCKDqFJ6w","","","","","Anonymized","Anonymized","anonymous","EN","1","1","2","Anonymized","","","","","","","","","","","","","","","","","","","","","","","Anonymized","684c97efd8cabed61fa3d6cf","684caec8080cb0706829af40","","",""
"2025-06-13 16:55:56","2025-06-13 17:06:18","0","Anonymized","100","622","1","2025-06-13 17:06:19","R_6kZlZdsjCdJPaAP","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","50","50","50","50","50","0","10","100","100","100","100","2","1","Evaluating an AI by judging their performance.","2","","3","","56","4","","Anonymized","684c97efd8cabed61fa3d6cf","684cab7113fb985be223f66e","fomo","Oh, okay. But before you go, I want to say one more thing.","intervention"
